title,heading,content
SectionNumber: 375,Rape:-,"375
Rape:-  Rape:- A man is said to commit rape who has sexual intercourse with a woman under circumstances falling under any of the five following descriptions, (i)against her will.against her will. against her will. (ii)without her consentwithout her consent without her consent (iii)with her consent, when the consent has been obtained by putting her in fear of death or of hurt,with her consent, when the consent has been obtained by putting her in fear of death or of hurt, with her consent, when the consent has been obtained by putting her in fear of death or of hurt, (iv)with her consent, when the man knows that he is not married to her and that the consent is given because she believes that the man is another person to whom she is or believes herself to be married; orwith her consent, when the man knows that he is not married to her and that the consent is given because she believes that the man is another person to whom she is or believes herself to be married; or with her consent, when the man knows that he is not married to her and that the consent is given because she believes that the man is another person to whom she is or believes herself to be married; or (v)With or without her consent when she is under sixteen years of age.With or without her consent when she is under sixteen years of age. With or without her consent when she is under sixteen years of age. Explanation: Penetration is sufficient to constitute the sexual intercourse necessary to the offence of rape."
SectionNumber: 376,Punishment for rape,"376
Punishment for rape  Punishment for rape -1Whoever commits rape shall be punished with death or imprisonment of either description for a term which shall not be less than ten rears or more, than twenty-five years and shall also be liable to fine.Whoever commits rape shall be punished with death or imprisonment of either description for a term which shall not be less than ten rears or more, than twenty-five years and shall also be liable to fine. Whoever commits rape shall be punished with death or imprisonment of either description for a term which shall not be less than ten rears or more, than twenty-five years and shall also be liable to fine. -2When rape is committed by two or more persons in furtherance of common intention of all, each of such persons shall be punished with death or imprisonment for life."".When rape is committed by two or more persons in furtherance of common intention of all, each of such persons shall be punished with death or imprisonment for life."". When rape is committed by two or more persons in furtherance of common intention of all, each of such persons shall be punished with death or imprisonment for life.""."
SectionNumber: 377,Unnatural offences:,"377
Unnatural offences:  Unnatural offences: Whoever voluntarily has carnal intercourse against the order of nature with any man, woman or animal, shall be punished with imprisonment for life, or with imprisonment of either description for a term which shall not be less than two years nor more than ten years, and shall also be liable to fine. Explanation: Penetration is sufficient to constitute the carnal intercourse necessary to the offence described in this section."
SectionNumber: 378,Theft:,"378
Theft:  Theft: Whoever, intending to take dishonestly any movable property out of the possession of any person without that person's consent, moves that property in order to such taking, is said to commit theft. Explanation 1: A thing so long as it is attached to the earth, not being movable property, is not the subject of theft; but it becomes capable of being the subject of theft as soon as it is served from the earth. Explanation 2: A moving effected by the same act which effects the severance may be a theft. Explanation 3: A person is said to cause a thing to move by removing an obstacle, which prevented it from moving, or by separating it from any other thing, as well as by actually moving it. Explanation 4: A person, who by any means causes an animal to move, is said to move that animal, and to move everything which, in consequence of the motion so caused, is moved by that animal. Explanation 5: The consent mentioned in the definition may be express or implied, and may be given either by the person in possession, or by any person having for that purpose authority either express or implied. Illustrations (a)A cuts down a tree on Z's ground with the intention of dishonestly taking the tree out of Z's possession without Z's consent. Here, as soon as A has severed the tree in order to such taking, the has committed theft.A cuts down a tree on Z's ground with the intention of dishonestly taking the tree out of Z's possession without Z's consent. Here, as soon as A has severed the tree in order to such taking, the has committed theft. A cuts down a tree on Z's ground with the intention of dishonestly taking the tree out of Z's possession without Z's consent. Here, as soon as A has severed the tree in order to such taking, the has committed theft. (b)A puts a bait for dogs in his pockets, and thus induces Z's dog to follow it. Here if A's intention be dishonestly to take the dog out of Z's possession without Z's consent A has committed theft as soon as Z's dog has begun to follow A.A puts a bait for dogs in his pockets, and thus induces Z's dog to follow it. Here if A's intention be dishonestly to take the dog out of Z's possession without Z's consent A has committed theft as soon as Z's dog has begun to follow A. A puts a bait for dogs in his pockets, and thus induces Z's dog to follow it. Here if A's intention be dishonestly to take the dog out of Z's possession without Z's consent A has committed theft as soon as Z's dog has begun to follow A. (c)A meets a bullock carrying a box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure.A meets a bullock carrying a box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure. A meets a bullock carrying a box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure. (d)A being Z's servant and entrusted by Z with the care of Z's plate, dishonestly runs away with the plate, without Z's consent. A has committed theft.A being Z's servant and entrusted by Z with the care of Z's plate, dishonestly runs away with the plate, without Z's consent. A has committed theft. A being Z's servant and entrusted by Z with the care of Z's plate, dishonestly runs away with the plate, without Z's consent. A has committed theft. (e)Z, going on a journey, entrusts his plate to A the keeper of a warehouse, till Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in 2's possession. It could not, therefore, be taken out of Z's possession, and A has not committed theft though he may have committed criminal breach of trust.Z, going on a journey, entrusts his plate to A the keeper of a warehouse, till Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in 2's possession. It could not, therefore, be taken out of Z's possession, and A has not committed theft though he may have committed criminal breach of trust. Z, going on a journey, entrusts his plate to A the keeper of a warehouse, till Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in 2's possession. It could not, therefore, be taken out of Z's possession, and A has not committed theft though he may have committed criminal breach of trust. (f)A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring in Z's possession, and if A dishonestly removes it. A commits theft.A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring in Z's possession, and if A dishonestly removes it. A commits theft. A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring in Z's possession, and if A dishonestly removes it. A commits theft. (g)A finds a ring lying on the high-road, not in the possession of any person. A. by taking it, commits no theft, though he may commit criminal misappropriation of property,A finds a ring lying on the high-road, not in the possession of any person. A. by taking it, commits no theft, though he may commit criminal misappropriation of property, A finds a ring lying on the high-road, not in the possession of any person. A. by taking it, commits no theft, though he may commit criminal misappropriation of property, (h)A sees a ring belonging to Z lying on a table in Z's house. Not venturing to misappropriate the ring immediately for fear of search and detection A hides the ring in a place where it is highly improbable that it will ever be found by Z. with the intention of taking the ring from the hiding place and soiling it when the toss is forgotten Here A. at the time of first moving the ring, commits the theft.A sees a ring belonging to Z lying on a table in Z's house. Not venturing to misappropriate the ring immediately for fear of search and detection A hides the ring in a place where it is highly improbable that it will ever be found by Z. with the intention of taking the ring from the hiding place and soiling it when the toss is forgotten Here A. at the time of first moving the ring, commits the theft. A sees a ring belonging to Z lying on a table in Z's house. Not venturing to misappropriate the ring immediately for fear of search and detection A hides the ring in a place where it is highly improbable that it will ever be found by Z. with the intention of taking the ring from the hiding place and soiling it when the toss is forgotten Here A. at the time of first moving the ring, commits the theft. (i)A delivers his watch to Z, a jeweller to be regulated. Z carries it to his shop. A, not owing to the jeweller, any debt for which the jewellers might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Y's hand, and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly.A delivers his watch to Z, a jeweller to be regulated. Z carries it to his shop. A, not owing to the jeweller, any debt for which the jewellers might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Y's hand, and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly. A delivers his watch to Z, a jeweller to be regulated. Z carries it to his shop. A, not owing to the jeweller, any debt for which the jewellers might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Y's hand, and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly. (j)If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Z's possession, with the intention of depriving Z of the property as security for his debt. he commits theft, inasmuch as he takes it dishonestly.If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Z's possession, with the intention of depriving Z of the property as security for his debt. he commits theft, inasmuch as he takes it dishonestly. If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Z's possession, with the intention of depriving Z of the property as security for his debt. he commits theft, inasmuch as he takes it dishonestly. (k)Again, if A. having pawned his. watch to Z, takes it of Z's possession without Z's consent not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly.Again, if A. having pawned his. watch to Z, takes it of Z's possession without Z's consent not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly. Again, if A. having pawned his. watch to Z, takes it of Z's possession without Z's consent not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly. (l)A takes an article belonging to Z out of Z's possession without Z's consent, with the intention of keeping it until he obtains money from Z as a reward for its restoration Here A takes dishonestly: A has. therefore, committed theft.A takes an article belonging to Z out of Z's possession without Z's consent, with the intention of keeping it until he obtains money from Z as a reward for its restoration Here A takes dishonestly: A has. therefore, committed theft. A takes an article belonging to Z out of Z's possession without Z's consent, with the intention of keeping it until he obtains money from Z as a reward for its restoration Here A takes dishonestly: A has. therefore, committed theft. (m)A being on friendly terms with Z, goes to Z's library in Z's absence, and takes away a book without Z's express consent for the purpose merely of reading it. and with the intention of returning it. Here, it is probable that A may have conceived that he had Z's implied consent to use Z's book. If this was A's impression, A has not committed theft.A being on friendly terms with Z, goes to Z's library in Z's absence, and takes away a book without Z's express consent for the purpose merely of reading it. and with the intention of returning it. Here, it is probable that A may have conceived that he had Z's implied consent to use Z's book. If this was A's impression, A has not committed theft. A being on friendly terms with Z, goes to Z's library in Z's absence, and takes away a book without Z's express consent for the purpose merely of reading it. and with the intention of returning it. Here, it is probable that A may have conceived that he had Z's implied consent to use Z's book. If this was A's impression, A has not committed theft. (n)A asks charity from Z's wife. She gives A money, food and clothes, which A knows to belong to her husband. Here it is probable that A may conceive that Z's wife is authorised to give away alms. If this was A's impression. A has not committed theft.A asks charity from Z's wife. She gives A money, food and clothes, which A knows to belong to her husband. Here it is probable that A may conceive that Z's wife is authorised to give away alms. If this was A's impression. A has not committed theft. A asks charity from Z's wife. She gives A money, food and clothes, which A knows to belong to her husband. Here it is probable that A may conceive that Z's wife is authorised to give away alms. If this was A's impression. A has not committed theft. (o)A is the paramour of Z's wife. She gives A valuable property, which A knows to belong to her husband Z, and to be such property as she has no authority from Z to give. If A takes the property dishonestly, he commits theft.A is the paramour of Z's wife. She gives A valuable property, which A knows to belong to her husband Z, and to be such property as she has no authority from Z to give. If A takes the property dishonestly, he commits theft. A is the paramour of Z's wife. She gives A valuable property, which A knows to belong to her husband Z, and to be such property as she has no authority from Z to give. If A takes the property dishonestly, he commits theft. (p)A, in good faith believing property belonging to Z to be A's own property, takes that property out of S's possession. Here, as A does not take dishonestly, he does not commit theft.A, in good faith believing property belonging to Z to be A's own property, takes that property out of S's possession. Here, as A does not take dishonestly, he does not commit theft. A, in good faith believing property belonging to Z to be A's own property, takes that property out of S's possession. Here, as A does not take dishonestly, he does not commit theft."
SectionNumber: 379,Punishment for theft:,"379
Punishment for theft:  Punishment for theft: Whoever commits theft shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
SectionNumber: 380,"Theft in dwelling house, etc.:","380
Theft in dwelling house, etc.:  Theft in dwelling house, etc.: Whoever commits theft in any building, tent or vessel, which building, tent or vessel is used as a human dwelling, or used for the custody of property shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
SectionNumber: 381,Theft by clerk or servant or property in possession of master:,"381
Theft by clerk or servant or property in possession of master:  Theft by clerk or servant or property in possession of master: Whoever being a clerk or servant, or being employed in the capacity of a clerk or servant, commits theft in respect of any property in the possession of his master or-employer, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
SectionNumber: 382,"Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft:","382
Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft:  Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft: Whoever, commits theft, having made preparation for causing death, or hurt, or restraint, or fear of death, or of hurt, or of restraint, to any person, in order to the committing of such theft, or in order to the effecting of his escape after the committing of such theft, or in order to the retaining of property' taken by such theft, shall be punished with rigorous imprisonment for a term, which may extend to ten years, and shall also be liable to fine. Illustrations (a)A commits theft on property in Z's possession, and, while committing this theft, he has a loaded pistol under his garment having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section.A commits theft on property in Z's possession, and, while committing this theft, he has a loaded pistol under his garment having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section. A commits theft on property in Z's possession, and, while committing this theft, he has a loaded pistol under his garment having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section. (b)A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z. if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section.A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z. if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section. A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z. if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section."
SectionNumber: 383,Extortion:,"383
Extortion:  Extortion: Whoever intentionally puts any person in fear of any injury to that person, or to any other, and thereby dishonestly induces the person so put in fear to deliver to any person any property or valuable security or anything signed or sealed which may be converted into a valuable security, commits ""extortion"". Illustrations (a)A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion.A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion. A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion. (b)A threatens Z that he will keep Z's child in wrongful confinement, unless Z will sign and deliver to A a promissory-note binding Z, to pay certain money to A. Z signs and delivers the note. A has committed extortion.A threatens Z that he will keep Z's child in wrongful confinement, unless Z will sign and deliver to A a promissory-note binding Z, to pay certain money to A. Z signs and delivers the note. A has committed extortion. A threatens Z that he will keep Z's child in wrongful confinement, unless Z will sign and deliver to A a promissory-note binding Z, to pay certain money to A. Z signs and delivers the note. A has committed extortion. (c)A threatens to send club-men to plough up Z's field unless A will sign and deliver to 6 a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion.A threatens to send club-men to plough up Z's field unless A will sign and deliver to 6 a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion. A threatens to send club-men to plough up Z's field unless A will sign and deliver to 6 a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion. (d)A, by putting Z in fear of grievous hurt, dishonestly induces Z to sign or affix his seal to a blank paper and deliver it to A. Z signs and delivers the paper to A. Here, as the paper so signed may be converted into a valuable security, A has committed extortion.A, by putting Z in fear of grievous hurt, dishonestly induces Z to sign or affix his seal to a blank paper and deliver it to A. Z signs and delivers the paper to A. Here, as the paper so signed may be converted into a valuable security, A has committed extortion. A, by putting Z in fear of grievous hurt, dishonestly induces Z to sign or affix his seal to a blank paper and deliver it to A. Z signs and delivers the paper to A. Here, as the paper so signed may be converted into a valuable security, A has committed extortion."
SectionNumber: 384,Punishment for extortion:,"384
Punishment for extortion:  Punishment for extortion: Whoever, commits extortion shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both."
SectionNumber: 385,Putting person in fear of injury in order to commit extortion:,"385
Putting person in fear of injury in order to commit extortion:  Putting person in fear of injury in order to commit extortion: Whoever, in order to the committing of extortion, puts any, person in fear, or attempts to put any person in fear, of any injury, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both."
SectionNumber: 386,Extortion by putting a person in fear of death or grievous hurt:,"386
Extortion by putting a person in fear of death or grievous hurt:  Extortion by putting a person in fear of death or grievous hurt: Whoever commits extortion by putting any person in fear of death or of grievous hurt to that person to any other, shall be punished with imprisonment of either description for a term which may extend to ten years and shall also be liable to fine."
SectionNumber: 387,"Putting person in fear of death or of grievous hurt, in order to commit extortion:","387
Putting person in fear of death or of grievous hurt, in order to commit extortion:  Putting person in fear of death or of grievous hurt, in order to commit extortion: Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of death or of grievous hurt to that person or to any Other, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine."
SectionNumber: 388,"Extortion by threat of accusation of an offence punishable with death or imprisonment for life, etc.:","388
Extortion by threat of accusation of an offence punishable with death or imprisonment for life, etc.:  Extortion by threat of accusation of an offence punishable with death or imprisonment for life, etc.: Whoever commits extortion by putting any person in fear of an accusation against that person or any other, of having committed or attempted to commit any offence punishable with death, or with imprisonment for life, with imprisonment for a term which may extend to ten years, or of having attempted to induce any other person to commit such offence, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine; and, if the offence be one punishable under Sec. 377 of this Code, may be punished with imprisonment for life."
SectionNumber: 389,"Putting person in fear of accusation of offence, in order to commit extortion:","389
Putting person in fear of accusation of offence, in order to commit extortion:  Putting person in fear of accusation of offence, in order to commit extortion: Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of an accusation, against that person or any other, of having committed, or attempted to commit, commit an offence punishable with death or with imprisonment for life, or imprisonment for a term which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine, and, if the offence be one punishable under Sec. 377 of this Code, may be punished with imprisonment for life."
SectionNumber: 390,Robbery:,"390
Robbery:  Robbery: In all robbery there is either theft or extortion. When theft is robbery:When theft is robbery:Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offence, for that end, voluntarily causes or attempts to cause to any person death or hurt, or wrongful restraint, or fear of instant death or of instant hurt or of instant wrongful restraint.When theft is robbery:When theft is robbery:Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offence, for that end, voluntarily causes or attempts to cause to any person death or hurt, or wrongful restraint, or fear of instant death or of instant hurt or of instant wrongful restraint. When theft is robbery:  Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offence, for that end, voluntarily causes or attempts to cause to any person death or hurt, or wrongful restraint, or fear of instant death or of instant hurt or of instant wrongful restraint. When extortion is robbery:When extortion is robbery:Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person, or to some other person, and by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted.When extortion is robbery:When extortion is robbery:Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person, or to some other person, and by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted. When extortion is robbery: When extortion is robbery:  Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person, or to some other person, and by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted.  Illustrations (a)A holds Z down, and fraudulently takes Z's money and jewels from Z's clothes, without Z's consent. Here A has committed theft, and in order to the committing of that theft, has voluntarily caused wrongful restraint to Z. A has therefore committed robbery.A holds Z down, and fraudulently takes Z's money and jewels from Z's clothes, without Z's consent. Here A has committed theft, and in order to the committing of that theft, has voluntarily caused wrongful restraint to Z. A has therefore committed robbery. A holds Z down, and fraudulently takes Z's money and jewels from Z's clothes, without Z's consent. Here A has committed theft, and in order to the committing of that theft, has voluntarily caused wrongful restraint to Z. A has therefore committed robbery. (b)A meets Z on the high road, shows a pistol, and demands Z's purse. 2, in consequence, surrender his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt and being at the time of committing the extortion in his presence."" A has therefore committed robbery.A meets Z on the high road, shows a pistol, and demands Z's purse. 2, in consequence, surrender his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt and being at the time of committing the extortion in his presence."" A has therefore committed robbery. A meets Z on the high road, shows a pistol, and demands Z's purse. 2, in consequence, surrender his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt and being at the time of committing the extortion in his presence."" A has therefore committed robbery. (c)A meets Z and Z's child on the high road. A takes the child, and threatens to fling it down a precipice, unless Z delivers his purse. Z, in consequence, delivers his purse. Here A has extorted the purse from Z, by causing Z to be in fear of instant hurt to the child who is there present. A has, therefore, committed robbery on Z.A meets Z and Z's child on the high road. A takes the child, and threatens to fling it down a precipice, unless Z delivers his purse. Z, in consequence, delivers his purse. Here A has extorted the purse from Z, by causing Z to be in fear of instant hurt to the child who is there present. A has, therefore, committed robbery on Z. A meets Z and Z's child on the high road. A takes the child, and threatens to fling it down a precipice, unless Z delivers his purse. Z, in consequence, delivers his purse. Here A has extorted the purse from Z, by causing Z to be in fear of instant hurt to the child who is there present. A has, therefore, committed robbery on Z. (d)A obtains property from Z by saying Your child is in the hands of my gang, and will be put to death unless you send us ten thousand rupees"". This is extortion, punishable as such; but it is not robbery, unless Z is put in fear of the instant death of his child.A obtains property from Z by saying Your child is in the hands of my gang, and will be put to death unless you send us ten thousand rupees"". This is extortion, punishable as such; but it is not robbery, unless Z is put in fear of the instant death of his child. A obtains property from Z by saying Your child is in the hands of my gang, and will be put to death unless you send us ten thousand rupees"". This is extortion, punishable as such; but it is not robbery, unless Z is put in fear of the instant death of his child."
SectionNumber: 391,Dacoity:,"391
Dacoity:  Dacoity: When five or more persons conjointly commit or attempt to commit a robbery, or where the whole number of persons conjointly committing or attempting to commit a robbery and persons present and aiding such commission or attempt, amount to five or more, every person so committing, attempting or aiding is said to commit ""dacoity""."
SectionNumber: 392,Punishment for robbery:,"392
Punishment for robbery:  Punishment for robbery: Whoever commits robbery shall be punished with rigorous imprisonment for a term which ÿ159[shall not be less than three years nor more than]ÿ159 ten years, and shall also be liable to fine; and, if the robbery be committed on the highway ÿ160[]ÿ160 the imprisonment may be extended to fourteen years."
SectionNumber: 393,Attempt to commit robbery:,"393
Attempt to commit robbery:  Attempt to commit robbery: Whoever attempts to commit robbery shall be punished with rigorous imprisonment for a term, which may extend to seven years, and shall be liable to fine."
SectionNumber: 394,Voluntarily causing hurt in committing robbery:,"394
Voluntarily causing hurt in committing robbery:  Voluntarily causing hurt in committing robbery: If any person, in committing or in attempting to commit robbery, voluntarily causes hurt, such person, and any other person jointly concerned in committing or attempting to commit such robbery, shall be punished with imprisonment for life, or with rigorous imprisonment for a term ÿ161[which shall not be less than four years nor more than]ÿ161 ten years, and shall also be liable to fine."
SectionNumber: 395,Punishment for dacoity:,"395
Punishment for dacoity:  Punishment for dacoity: Whoever commits dacoity shall be punished with imprisonment for life, or with rigorous imprisonment for a term which shall not be less than four years nor more than ten years and shall also be liable to fine."
SectionNumber: 396,Dacoity with murder:,"396
Dacoity with murder:  Dacoity with murder: If any one of five or more persons, who are conjointly committing dacoity, commits murder in so committing dacoity, everyone of those persons shall be punished with death, or imprisonment for life, or rigorous imprisonment for a term which ÿ162[shall not be less than four years nor more than]ÿ162 ten years, and shall also be liable to fine."
SectionNumber: 397,"Robbery or dacoity, with attempt to cause death or grievous hurt:","397
Robbery or dacoity, with attempt to cause death or grievous hurt:  Robbery or dacoity, with attempt to cause death or grievous hurt: If, at the time of committing robbery or dacoity, the offender uses any deadly weapon, or causes grievous hurt to any person or attempts to cause death or grievous hurt to any person the imprisonment with which such offender shall be punished shall not be less than seven years."
SectionNumber: 398,Attempt to commit robbery or dacoity when armed with deadly weapon: ,"398
Attempt to commit robbery or dacoity when armed with deadly weapon:   Attempt to commit robbery or dacoity when armed with deadly weapon:  If, at the time of attempting to commit robbery or dacoity, the offender is armed with any deadly weapon, the imprisonment with which such offender shall be punished shall not be less than seven years."
SectionNumber: 399,Making preparation to commit dacoity:,"399
Making preparation to commit dacoity:  Making preparation to commit dacoity: Whoever makes any preparation for committing dacoity, shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine."
SectionNumber: 400,Punishment for belonging to gang of dacoits:,"400
Punishment for belonging to gang of dacoits:  Punishment for belonging to gang of dacoits: Whoever, at any time after the passing of this Act, shall belong to a gang of persons associated for the purpose of habitually committing dacoity, shall be punished with imprisonment for life, or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine."
SectionNumber: 401,Punishment for belonging to gang of thieves:,"401
Punishment for belonging to gang of thieves:  Punishment for belonging to gang of thieves: Whoever, at any time after the passing of this Act, shall belong to any wandering or other gang of persons associated for the purpose of habitually committing theft or robbery, and not being of thugs or dacoits, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine."
SectionNumber: 402,Assembling for purpose of committing dacoity:,"402
Assembling for purpose of committing dacoity:  Assembling for purpose of committing dacoity: Whoever, at any time after the passing of this Act shall be one of five or more persons assembled for the purpose of committing dacoity, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine."
