,title,heading,content,n_tokens
375,SectionNumber: 390,Robbery:,"378
Theft:  Theft: Whoever, intending to take dishonestly any movable property out of the possession of any person without that person's consent, moves that property in order to such taking, is said to commit theft. Explanation 1: A thing so long as it is attached to the earth, not being movable property, is not the subject of theft; but it becomes capable of being the subject of theft as soon as it is served from the earth. Explanation 2: A moving effected by the same act which effects the severance may be a theft. Explanation 3: A person is said to cause a thing to move by removing an obstacle, which prevented it from moving, or by separating it from any other thing, as well as by actually moving it. Explanation 4: A person, who by any means causes an animal to move, is said to move that animal, and to move everything which, in consequence of the motion so caused, is moved by that animal. Explanation 5: The consent mentioned in the definition may be express or implied, and may be given either by the person in possession, or by any person having for that purpose authority either express or implied. Illustrations (a)A cuts down a tree on Z's ground with the intention of dishonestly taking the tree out of Z's possession without Z's consent. Here, as soon as A has severed the tree in order to such taking, the has committed theft.A cuts down a tree on Z's ground with the intention of dishonestly taking the tree out of Z's possession without Z's consent. Here, as soon as A has severed the tree in order to such taking, the has committed theft. A cuts down a tree on Z's ground with the intention of dishonestly taking the tree out of Z's possession without Z's consent. Here, as soon as A has severed the tree in order to such taking, the has committed theft. (b)A puts a bait for dogs in his pockets, and thus induces Z's dog to follow it. Here if A's intention be dishonestly to take the dog out of Z's possession without Z's consent A has committed theft as soon as Z's dog has begun to follow A.A puts a bait for dogs in his pockets, and thus induces Z's dog to follow it.",472
376,SectionNumber: 391,Dacoity:,"Here if A's intention be dishonestly to take the dog out of Z's possession without Z's consent A has committed theft as soon as Z's dog has begun to follow A. A puts a bait for dogs in his pockets, and thus induces Z's dog to follow it. Here if A's intention be dishonestly to take the dog out of Z's possession without Z's consent A has committed theft as soon as Z's dog has begun to follow A. (c)A meets a bullock carrying a box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure.A meets a bullock carrying a box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure. A meets a bullock carrying a box of treasure. He drives the bullock in a certain direction, in order that he may dishonestly take the treasure. As soon as the bullock begins to move, A has committed theft of the treasure. (d)A being Z's servant and entrusted by Z with the care of Z's plate, dishonestly runs away with the plate, without Z's consent. A has committed theft.A being Z's servant and entrusted by Z with the care of Z's plate, dishonestly runs away with the plate, without Z's consent. A has committed theft. A being Z's servant and entrusted by Z with the care of Z's plate, dishonestly runs away with the plate, without Z's consent. A has committed theft. (e)Z, going on a journey, entrusts his plate to A the keeper of a warehouse, till Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in 2's possession. It could not, therefore, be taken out of Z's possession, and A has not committed theft though he may have committed criminal breach of trust.Z, going on a journey, entrusts his plate to A the keeper of a warehouse, till Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in 2's possession.",481
377,SectionNumber: 392,Punishment for robbery:,"It could not, therefore, be taken out of Z's possession, and A has not committed theft though he may have committed criminal breach of trust. Z, going on a journey, entrusts his plate to A the keeper of a warehouse, till Z shall return. A carries the plate to a goldsmith and sells it. Here the plate was not in 2's possession. It could not, therefore, be taken out of Z's possession, and A has not committed theft though he may have committed criminal breach of trust. (f)A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring in Z's possession, and if A dishonestly removes it. A commits theft.A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring in Z's possession, and if A dishonestly removes it. A commits theft. A finds a ring belonging to Z on a table in the house which Z occupies. Here the ring in Z's possession, and if A dishonestly removes it. A commits theft. (g)A finds a ring lying on the high-road, not in the possession of any person. A. by taking it, commits no theft, though he may commit criminal misappropriation of property,A finds a ring lying on the high-road, not in the possession of any person. A. by taking it, commits no theft, though he may commit criminal misappropriation of property, A finds a ring lying on the high-road, not in the possession of any person. A. by taking it, commits no theft, though he may commit criminal misappropriation of property, (h)A sees a ring belonging to Z lying on a table in Z's house. Not venturing to misappropriate the ring immediately for fear of search and detection A hides the ring in a place where it is highly improbable that it will ever be found by Z. with the intention of taking the ring from the hiding place and soiling it when the toss is forgotten Here A. at the time of first moving the ring, commits the theft.A sees a ring belonging to Z lying on a table in Z's house. Not venturing to misappropriate the ring immediately for fear of search and detection A hides the ring in a place where it is highly improbable that it will ever be found by Z.",482
378,SectionNumber: 393,Attempt to commit robbery:,"with the intention of taking the ring from the hiding place and soiling it when the toss is forgotten Here A. at the time of first moving the ring, commits the theft. A sees a ring belonging to Z lying on a table in Z's house. Not venturing to misappropriate the ring immediately for fear of search and detection A hides the ring in a place where it is highly improbable that it will ever be found by Z. with the intention of taking the ring from the hiding place and soiling it when the toss is forgotten Here A. at the time of first moving the ring, commits the theft. (i)A delivers his watch to Z, a jeweller to be regulated. Z carries it to his shop. A, not owing to the jeweller, any debt for which the jewellers might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Y's hand, and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly.A delivers his watch to Z, a jeweller to be regulated. Z carries it to his shop. A, not owing to the jeweller, any debt for which the jewellers might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Y's hand, and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly. A delivers his watch to Z, a jeweller to be regulated. Z carries it to his shop. A, not owing to the jeweller, any debt for which the jewellers might lawfully detain the watch as a security, enters the shop openly, takes his watch by force out of Y's hand, and carries it away. Here A, though he may have committed criminal trespass and assault, has not committed theft, inasmuch as what he did was not done dishonestly. (j)If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Z's possession, with the intention of depriving Z of the property as security for his debt.",479
379,SectionNumber: 394,Voluntarily causing hurt in committing robbery:,"he commits theft, inasmuch as he takes it dishonestly.If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Z's possession, with the intention of depriving Z of the property as security for his debt. he commits theft, inasmuch as he takes it dishonestly. If A owes money to Z for repairing the watch, and if Z retains the watch lawfully as a security for the debt, and A takes the watch out of Z's possession, with the intention of depriving Z of the property as security for his debt. he commits theft, inasmuch as he takes it dishonestly. (k)Again, if A. having pawned his. watch to Z, takes it of Z's possession without Z's consent not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly.Again, if A. having pawned his. watch to Z, takes it of Z's possession without Z's consent not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly. Again, if A. having pawned his. watch to Z, takes it of Z's possession without Z's consent not having paid what he borrowed on the watch, he commits theft, though the watch is his own property inasmuch as he takes it dishonestly. (l)A takes an article belonging to Z out of Z's possession without Z's consent, with the intention of keeping it until he obtains money from Z as a reward for its restoration Here A takes dishonestly: A has. therefore, committed theft.A takes an article belonging to Z out of Z's possession without Z's consent, with the intention of keeping it until he obtains money from Z as a reward for its restoration Here A takes dishonestly: A has. therefore, committed theft. A takes an article belonging to Z out of Z's possession without Z's consent, with the intention of keeping it until he obtains money from Z as a reward for its restoration Here A takes dishonestly: A has. therefore, committed theft.",464
380,SectionNumber: 395,Punishment for dacoity:,"(m)A being on friendly terms with Z, goes to Z's library in Z's absence, and takes away a book without Z's express consent for the purpose merely of reading it. and with the intention of returning it. Here, it is probable that A may have conceived that he had Z's implied consent to use Z's book. If this was A's impression, A has not committed theft.A being on friendly terms with Z, goes to Z's library in Z's absence, and takes away a book without Z's express consent for the purpose merely of reading it. and with the intention of returning it. Here, it is probable that A may have conceived that he had Z's implied consent to use Z's book. If this was A's impression, A has not committed theft. A being on friendly terms with Z, goes to Z's library in Z's absence, and takes away a book without Z's express consent for the purpose merely of reading it. and with the intention of returning it. Here, it is probable that A may have conceived that he had Z's implied consent to use Z's book. If this was A's impression, A has not committed theft. (n)A asks charity from Z's wife. She gives A money, food and clothes, which A knows to belong to her husband. Here it is probable that A may conceive that Z's wife is authorised to give away alms. If this was A's impression. A has not committed theft.A asks charity from Z's wife. She gives A money, food and clothes, which A knows to belong to her husband. Here it is probable that A may conceive that Z's wife is authorised to give away alms. If this was A's impression. A has not committed theft. A asks charity from Z's wife. She gives A money, food and clothes, which A knows to belong to her husband. Here it is probable that A may conceive that Z's wife is authorised to give away alms. If this was A's impression. A has not committed theft. (o)A is the paramour of Z's wife. She gives A valuable property, which A knows to belong to her husband Z, and to be such property as she has no authority from Z to give. If A takes the property dishonestly, he commits theft.A is the paramour of Z's wife.",485
381,SectionNumber: 396,Dacoity with murder:,"379
Punishment for theft:  Punishment for theft: Whoever commits theft shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",43
382,SectionNumber: 397,"Robbery or dacoity, with attempt to cause death or grievous hurt:","380
Theft in dwelling house, etc.:  Theft in dwelling house, etc.: Whoever commits theft in any building, tent or vessel, which building, tent or vessel is used as a human dwelling, or used for the custody of property shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",75
383,SectionNumber: 398,Attempt to commit robbery or dacoity when armed with deadly weapon: ,"381
Theft by clerk or servant or property in possession of master:  Theft by clerk or servant or property in possession of master: Whoever being a clerk or servant, or being employed in the capacity of a clerk or servant, commits theft in respect of any property in the possession of his master or-employer, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",90
384,SectionNumber: 399,Making preparation to commit dacoity:,"382
Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft:  Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft: Whoever, commits theft, having made preparation for causing death, or hurt, or restraint, or fear of death, or of hurt, or of restraint, to any person, in order to the committing of such theft, or in order to the effecting of his escape after the committing of such theft, or in order to the retaining of property' taken by such theft, shall be punished with rigorous imprisonment for a term, which may extend to ten years, and shall also be liable to fine. Illustrations (a)A commits theft on property in Z's possession, and, while committing this theft, he has a loaded pistol under his garment having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section.A commits theft on property in Z's possession, and, while committing this theft, he has a loaded pistol under his garment having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section. A commits theft on property in Z's possession, and, while committing this theft, he has a loaded pistol under his garment having provided this pistol for the purpose of hurting Z in case Z should resist. A has committed the offence defined in this section. (b)A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z. if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section.A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z. if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section. A picks Z's pocket, having posted several of his companions near him, in order that they may restrain Z. if Z should perceive what is passing and should resist, or should attempt to apprehend A. A has committed the offence defined in this section.",459
385,SectionNumber: 400,Punishment for belonging to gang of dacoits:,"383
Extortion:  Extortion: Whoever intentionally puts any person in fear of any injury to that person, or to any other, and thereby dishonestly induces the person so put in fear to deliver to any person any property or valuable security or anything signed or sealed which may be converted into a valuable security, commits ""extortion"". Illustrations (a)A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion.A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion. A threatens to publish a defamatory libel concerning Z unless Z gives him money. He thus induces Z to give him money. A has committed extortion. (b)A threatens Z that he will keep Z's child in wrongful confinement, unless Z will sign and deliver to A a promissory-note binding Z, to pay certain money to A. Z signs and delivers the note. A has committed extortion.A threatens Z that he will keep Z's child in wrongful confinement, unless Z will sign and deliver to A a promissory-note binding Z, to pay certain money to A. Z signs and delivers the note. A has committed extortion. A threatens Z that he will keep Z's child in wrongful confinement, unless Z will sign and deliver to A a promissory-note binding Z, to pay certain money to A. Z signs and delivers the note. A has committed extortion. (c)A threatens to send club-men to plough up Z's field unless A will sign and deliver to 6 a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion.A threatens to send club-men to plough up Z's field unless A will sign and deliver to 6 a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion. A threatens to send club-men to plough up Z's field unless A will sign and deliver to 6 a bond binding Z under a penalty to deliver certain produce to B, and thereby induces Z to sign and deliver the bond. A has committed extortion.",475
386,SectionNumber: 401,Punishment for belonging to gang of thieves:,"384
Punishment for extortion:  Punishment for extortion: Whoever, commits extortion shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",44
387,SectionNumber: 402,Assembling for purpose of committing dacoity:,"385
Putting person in fear of injury in order to commit extortion:  Putting person in fear of injury in order to commit extortion: Whoever, in order to the committing of extortion, puts any, person in fear, or attempts to put any person in fear, of any injury, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",83
388,SectionNumber: 403,Dishonest misappropriation of property:,"386
Extortion by putting a person in fear of death or grievous hurt:  Extortion by putting a person in fear of death or grievous hurt: Whoever commits extortion by putting any person in fear of death or of grievous hurt to that person to any other, shall be punished with imprisonment of either description for a term which may extend to ten years and shall also be liable to fine.",81
389,SectionNumber: 404,Dishonest misappropriation of property possessed by deceased person at the time of his death:,"387
Putting person in fear of death or of grievous hurt, in order to commit extortion:  Putting person in fear of death or of grievous hurt, in order to commit extortion: Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of death or of grievous hurt to that person or to any Other, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",99
390,SectionNumber: 405,Criminal breach of trust:,"388
Extortion by threat of accusation of an offence punishable with death or imprisonment for life, etc.:  Extortion by threat of accusation of an offence punishable with death or imprisonment for life, etc.: Whoever commits extortion by putting any person in fear of an accusation against that person or any other, of having committed or attempted to commit any offence punishable with death, or with imprisonment for life, with imprisonment for a term which may extend to ten years, or of having attempted to induce any other person to commit such offence, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine; and, if the offence be one punishable under Sec. 377 of this Code, may be punished with imprisonment for life.",156
391,SectionNumber: 406,Punishment for criminal breach of trust:,"389
Putting person in fear of accusation of offence, in order to commit extortion:  Putting person in fear of accusation of offence, in order to commit extortion: Whoever, in order to the committing of extortion, puts or attempts to put any person in fear of an accusation, against that person or any other, of having committed, or attempted to commit, commit an offence punishable with death or with imprisonment for life, or imprisonment for a term which may extend to ten years, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine, and, if the offence be one punishable under Sec. 377 of this Code, may be punished with imprisonment for life.",147
392,SectionNumber: 407,"Criminal breach of trust by carrier, etc.:","390
Robbery:  Robbery: In all robbery there is either theft or extortion. When theft is robbery:When theft is robbery:Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offence, for that end, voluntarily causes or attempts to cause to any person death or hurt, or wrongful restraint, or fear of instant death or of instant hurt or of instant wrongful restraint.When theft is robbery:When theft is robbery:Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offence, for that end, voluntarily causes or attempts to cause to any person death or hurt, or wrongful restraint, or fear of instant death or of instant hurt or of instant wrongful restraint. When theft is robbery:  Theft is ""robbery"" if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offence, for that end, voluntarily causes or attempts to cause to any person death or hurt, or wrongful restraint, or fear of instant death or of instant hurt or of instant wrongful restraint. When extortion is robbery:When extortion is robbery:Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person, or to some other person, and by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted.When extortion is robbery:When extortion is robbery:Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person, or to some other person, and by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted.",470
393,SectionNumber: 408,Criminal breach of trust by clerk or servant:,"When extortion is robbery: When extortion is robbery:  Extortion is ""robbery"" if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person, or to some other person, and by so putting in fear, induces the person so put in fear then and there to deliver up the thing extorted.  Illustrations (a)A holds Z down, and fraudulently takes Z's money and jewels from Z's clothes, without Z's consent. Here A has committed theft, and in order to the committing of that theft, has voluntarily caused wrongful restraint to Z. A has therefore committed robbery.A holds Z down, and fraudulently takes Z's money and jewels from Z's clothes, without Z's consent. Here A has committed theft, and in order to the committing of that theft, has voluntarily caused wrongful restraint to Z. A has therefore committed robbery. A holds Z down, and fraudulently takes Z's money and jewels from Z's clothes, without Z's consent. Here A has committed theft, and in order to the committing of that theft, has voluntarily caused wrongful restraint to Z. A has therefore committed robbery. (b)A meets Z on the high road, shows a pistol, and demands Z's purse. 2, in consequence, surrender his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt and being at the time of committing the extortion in his presence."" A has therefore committed robbery.A meets Z on the high road, shows a pistol, and demands Z's purse. 2, in consequence, surrender his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt and being at the time of committing the extortion in his presence."" A has therefore committed robbery. A meets Z on the high road, shows a pistol, and demands Z's purse. 2, in consequence, surrender his purse. Here A has extorted the purse from Z by putting him in fear of instant hurt and being at the time of committing the extortion in his presence."" A has therefore committed robbery. (c)A meets Z and Z's child on the high road. A takes the child, and threatens to fling it down a precipice, unless Z delivers his purse.",500
394,SectionNumber: 409,"Criminal breach of trust by public servant, or by banker, merchant or agent:","391
Dacoity:  Dacoity: When five or more persons conjointly commit or attempt to commit a robbery, or where the whole number of persons conjointly committing or attempting to commit a robbery and persons present and aiding such commission or attempt, amount to five or more, every person so committing, attempting or aiding is said to commit ""dacoity"".",77
395,SectionNumber: 410,Stolen property:,"392
Punishment for robbery:  Punishment for robbery: Whoever commits robbery shall be punished with rigorous imprisonment for a term which ÿ159[shall not be less than three years nor more than]ÿ159 ten years, and shall also be liable to fine; and, if the robbery be committed on the highway ÿ160[]ÿ160 the imprisonment may be extended to fourteen years.",82
396,SectionNumber: 411,Dishonestly receiving stolen property:,"393
Attempt to commit robbery:  Attempt to commit robbery: Whoever attempts to commit robbery shall be punished with rigorous imprisonment for a term, which may extend to seven years, and shall be liable to fine.",42
397,SectionNumber: 412,Dishonestly receiving stolen property in the commission of a dacoity:,"394
Voluntarily causing hurt in committing robbery:  Voluntarily causing hurt in committing robbery: If any person, in committing or in attempting to commit robbery, voluntarily causes hurt, such person, and any other person jointly concerned in committing or attempting to commit such robbery, shall be punished with imprisonment for life, or with rigorous imprisonment for a term ÿ161[which shall not be less than four years nor more than]ÿ161 ten years, and shall also be liable to fine.",101
398,SectionNumber: 413,Habitually dealing in stolen property:,"395
Punishment for dacoity:  Punishment for dacoity: Whoever commits dacoity shall be punished with imprisonment for life, or with rigorous imprisonment for a term which shall not be less than four years nor more than ten years and shall also be liable to fine.",59
399,SectionNumber: 414,Assisting in concealment of stolen property:,"396
Dacoity with murder:  Dacoity with murder: If any one of five or more persons, who are conjointly committing dacoity, commits murder in so committing dacoity, everyone of those persons shall be punished with death, or imprisonment for life, or rigorous imprisonment for a term which ÿ162[shall not be less than four years nor more than]ÿ162 ten years, and shall also be liable to fine.",94
400,SectionNumber: 415,Cheating:,"397
Robbery or dacoity, with attempt to cause death or grievous hurt:  Robbery or dacoity, with attempt to cause death or grievous hurt: If, at the time of committing robbery or dacoity, the offender uses any deadly weapon, or causes grievous hurt to any person or attempts to cause death or grievous hurt to any person the imprisonment with which such offender shall be punished shall not be less than seven years.",94
401,SectionNumber: 416,Cheating by personation:,"398
Attempt to commit robbery or dacoity when armed with deadly weapon:   Attempt to commit robbery or dacoity when armed with deadly weapon:  If, at the time of attempting to commit robbery or dacoity, the offender is armed with any deadly weapon, the imprisonment with which such offender shall be punished shall not be less than seven years.",73
402,SectionNumber: 417,Punishment for cheating:,"399
Making preparation to commit dacoity:  Making preparation to commit dacoity: Whoever makes any preparation for committing dacoity, shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine.",53
403,SectionNumber: 418,Cheating with knowledge that wrongful loss may ensue to person whose interest offender is bound to protect:,"400
Punishment for belonging to gang of dacoits:  Punishment for belonging to gang of dacoits: Whoever, at any time after the passing of this Act, shall belong to a gang of persons associated for the purpose of habitually committing dacoity, shall be punished with imprisonment for life, or with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine.",87
404,SectionNumber: 419,Punishment for cheating by personation:,"401
Punishment for belonging to gang of thieves:  Punishment for belonging to gang of thieves: Whoever, at any time after the passing of this Act, shall belong to any wandering or other gang of persons associated for the purpose of habitually committing theft or robbery, and not being of thugs or dacoits, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine.",90
405,SectionNumber: 420,Cheating and dishonestly Inducing delivery of property:,"402
Assembling for purpose of committing dacoity:  Assembling for purpose of committing dacoity: Whoever, at any time after the passing of this Act shall be one of five or more persons assembled for the purpose of committing dacoity, shall be punished with rigorous imprisonment for a term which may extend to seven years, and shall also be liable to fine.",76
406,SectionNumber: 421,Dishonest or fraudulent removal or concealment of property to prevent distribution among creditors:,"403
Dishonest misappropriation of property:  Dishonest misappropriation of property: Whoever dishonestly misappropriates or converts to his own use any ' movable property, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both. Illustrations (a)A takes property belonging to Z out of Z's possession in good faith, believing, at the time when he takes it, that the property belongs to himself, A is not guilty of theft; but if A, after discovering his mistakes, dishonestly appropriates the property to his own use, he is guilty of an offence under this section.A takes property belonging to Z out of Z's possession in good faith, believing, at the time when he takes it, that the property belongs to himself, A is not guilty of theft; but if A, after discovering his mistakes, dishonestly appropriates the property to his own use, he is guilty of an offence under this section. A takes property belonging to Z out of Z's possession in good faith, believing, at the time when he takes it, that the property belongs to himself, A is not guilty of theft; but if A, after discovering his mistakes, dishonestly appropriates the property to his own use, he is guilty of an offence under this section. (b)A, being on friendly terms with Z, goes into Z's library in Z's absence, and takes away a book without Z's express consent- Mere, if A was under the impression that he had Z's implied consent to take the book for the purpose of reading it, A has not committed theft But, if A afterwards sells the book for his own benefit, he is guilty of an offence under this section.A, being on friendly terms with Z, goes into Z's library in Z's absence, and takes away a book without Z's express consent- Mere, if A was under the impression that he had Z's implied consent to take the book for the purpose of reading it, A has not committed theft But, if A afterwards sells the book for his own benefit, he is guilty of an offence under this section.",446
407,SectionNumber: 422,Dishonestly or fraudulently preventing debt being available for creditors:,"A, being on friendly terms with Z, goes into Z's library in Z's absence, and takes away a book without Z's express consent- Mere, if A was under the impression that he had Z's implied consent to take the book for the purpose of reading it, A has not committed theft But, if A afterwards sells the book for his own benefit, he is guilty of an offence under this section. (c)A and B, being joint owners of a horse. A takes the horse out of B's possession, Intending to use it. Here as A has a right to use the horse he does not dishonestly misappropriate it. But, if A sells the horse and appropriates the whole proceeds to his own use, he is guilty of an offence under this section.A and B, being joint owners of a horse. A takes the horse out of B's possession, Intending to use it. Here as A has a right to use the horse he does not dishonestly misappropriate it. But, if A sells the horse and appropriates the whole proceeds to his own use, he is guilty of an offence under this section. A and B, being joint owners of a horse. A takes the horse out of B's possession, Intending to use it. Here as A has a right to use the horse he does not dishonestly misappropriate it. But, if A sells the horse and appropriates the whole proceeds to his own use, he is guilty of an offence under this section. Explanation 1 : A dishonest misappropriation for a time only is a misappropriation within the meaning of this section. Illustration A finds a Government promissory-note belonging to Z, bearing a blank endorsement. A knowing that the note belongs to Z, pledges it with a banker as a security for a loan, intending at a future time to restore it to Z. A has committed an offence under this section.",394
408,SectionNumber: 423,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration:,"Explanation 2 : A person who finds property not in the possession of any other person, and takes such property for the purpose of protecting it for, or of restoring it to, the owner, does not take or misappropriate it dishonestly, and is not guilty of an offence; but he is guilty of the offence above defined, if he appropriates it to his own use, when he knows or has the means of discovering the owner, or before he has used reasonable means to discover and give notice to the owner and has kept the property a reasonable time to enable the owner to claim it. What are reasonable means or what is a reasonable time in such a case, is a question of fact. It is not necessary that the finder should know who is the owner of the property, or that any particular person is the owner of it, is sufficient if, at the time of appropriating it, he does not believe it to be his own property, or in good faith believes that the real owner cannot be found. Illustrations (a)A finds a rupee on the high-road, not knowing to whom the rupee belongs. A picks up the rupee. Here A has not committed the offence defined in this section.A finds a rupee on the high-road, not knowing to whom the rupee belongs. A picks up the rupee. Here A has not committed the offence defined in this section. A finds a rupee on the high-road, not knowing to whom the rupee belongs. A picks up the rupee. Here A has not committed the offence defined in this section. (b)A finds a letter on the road, containing a bank note. From the direction and contents of the letter he learns to whom the note belongs. He appropriates the note. He is guilty of an offence under this section.A finds a letter on the road, containing a bank note. From the direction and contents of the letter he learns to whom the note belongs. He appropriates the note. He is guilty of an offence under this section. A finds a letter on the road, containing a bank note. From the direction and contents of the letter he learns to whom the note belongs. He appropriates the note. He is guilty of an offence under this section. (c)A finds a cheque payable to bearer. He can form no conjecture as to the person who has lost the cheque.",487
409,SectionNumber: 424,Dishonest or fraudulent removal or concealment of property:,"404
Dishonest misappropriation of property possessed by deceased person at the time of his death:  Dishonest misappropriation of property possessed by deceased person at the time of his death: Whoever dishonestly misappropriates or converts to his own use properly, knowing that such property was in the possession of a deceased person at the time of that person decease, and has not since been in the possession of any persons legally entitled to such possession, shad be punished with imprisonment of either description for a term which may extend to three years and shall also be liable to fine; and if the offender at the time of such person's decease was employed by him as a clerk or servant, the imprisonment may extend to seven years. Illustration Z dies in possession of furniture and money. His servant A, before the money comes into the possession of any person entitled to such possession, dishonestly misappropriates it. A has committed the offence defined in this section.",196
410,SectionNumber: 425,Mischief:,"405
Criminal breach of trust:  Criminal breach of trust: Whoever, being in any manner entrusted with property, or with any dominion over property, dishonestly misappropriates or converts to his own use that property, or dishonestly uses or disposes of that property, in violation of any direction of law prescribing the mode in which such trust is to be discharged, or of any legal contract, express or implied, which he has made touching the discharge of such trust, or wilfully suffers any other person so to do, commits ""criminal breach of trust. Illustrations (a)A, being executor to the wilt of a deceased person, dishonestly disobeys the law which directs him to divide the effects according to the will, and appropriates them to his own use. A has committed criminal breach of trust.A, being executor to the wilt of a deceased person, dishonestly disobeys the law which directs him to divide the effects according to the will, and appropriates them to his own use. A has committed criminal breach of trust. A, being executor to the wilt of a deceased person, dishonestly disobeys the law which directs him to divide the effects according to the will, and appropriates them to his own use. A has committed criminal breach of trust. (b)A is a warehouse-keeper, Z going on a journey entrusts his furniture to A, under a contract that it shall be returned on payment of a stipulated sum for warehouse-room. A dishonestly sells the goods. A has committed criminal breach of trust.A is a warehouse-keeper, Z going on a journey entrusts his furniture to A, under a contract that it shall be returned on payment of a stipulated sum for warehouse-room. A dishonestly sells the goods. A has committed criminal breach of trust. A is a warehouse-keeper, Z going on a journey entrusts his furniture to A, under a contract that it shall be returned on payment of a stipulated sum for warehouse-room. A dishonestly sells the goods. A has committed criminal breach of trust. (c)A, residing in Dacca, is agent for Z, residing at Lahore. There is an express or implied contract between A and Z, that all sums remitted by Z to A shall be invested by A, according to Z's direction.",480
